sport,city_tier,num_teams,num_matches,venue_capacity,team_size,tournament_days,has_existing_sponsor,format,sponsorship_tier,estimated_reach,cost_per_person,players_reach,family_reach,venue_reach,wom_reach,social_reach
football,1,16,120,1100,11,5,1,league,gold,29524,0.85,176,356,4243,2533,3106
badminton,2,12,11,900,2,2,1,knockout,silver,1481,10.13,24,34,837,89,338
football,1,10,45,1700,11,3,1,league,gold,23168,1.08,110,207,4160,1073,2622
badminton,2,16,67,850,2,6,1,league+knockout,silver,7178,2.09,32,50,2546,573,934
cricket,2,8,7,350,11,2,1,knockout,silver,2151,6.97,88,174,434,132,239
volleyball,3,16,15,300,6,1,0,knockout,silver,427,35.13,96,136,110,58,49
kabaddi,1,20,104,1650,7,3,1,league+knockout,gold,20829,1.2,140,216,3766,1970,1907
basketball,1,8,28,1200,5,3,1,league,bronze,5694,1.23,40,64,2434,429,1399
basketball,1,8,28,1700,5,2,0,league,silver,5960,2.52,40,54,2206,357,1182
basketball,1,20,19,1250,5,1,0,knockout,platinum,3357,14.89,100,169,832,294,551
volleyball,2,16,67,850,6,5,0,league+knockout,platinum,7430,6.73,96,147,1951,551,619
basketball,2,8,7,500,5,2,0,knockout,gold,1473,16.97,40,55,564,68,298
volleyball,1,12,66,1550,6,3,1,league,bronze,5690,1.23,72,103,2501,813,1793
kabaddi,1,4,6,1900,7,4,0,league,silver,13324,1.13,28,45,5033,82,3037
badminton,2,8,17,700,2,3,0,league+knockout,bronze,1958,3.58,16,20,1080,105,463
cricket,1,24,149,1200,11,3,1,league+knockout,silver,28070,0.53,264,520,2768,4176,1255
cricket,1,6,5,850,11,2,0,knockout,bronze,3316,2.11,66,151,1296,116,827
basketball,1,6,15,400,5,2,0,league,silver,1678,8.94,30,45,483,223,300
badminton,3,12,66,300,2,3,0,league,silver,1087,13.8,24,30,330,341,80
volleyball,1,24,276,1800,6,4,1,league,bronze,9801,0.71,144,166,4590,2310,1888
basketball,2,32,496,900,5,4,0,league,gold,13821,1.81,160,269,2090,3910,693
basketball,3,8,7,500,5,1,1,knockout,bronze,426,16.43,40,68,231,41,61
badminton,2,8,7,500,2,2,0,knockout,silver,735,20.41,16,23,432,53,211
badminton,2,16,15,300,2,2,1,knockout,silver,647,23.18,32,51,265,98,132
volleyball,2,20,190,900,6,4,1,league,gold,6722,3.72,120,160,1568,1235,661
football,2,10,9,700,11,1,0,knockout,bronze,1050,6.67,110,221,357,119,126
basketball,2,16,67,350,5,3,0,league+knockout,bronze,2390,2.93,80,122,635,634,317
badminton,2,16,67,300,2,6,0,league+knockout,bronze,1824,3.84,32,39,851,364,283
basketball,2,8,17,750,5,4,1,league+knockout,gold,5785,4.32,40,60,1498,140,580
cricket,1,16,15,1900,11,2,0,knockout,silver,11473,1.31,176,436,3317,353,2092
cricket,2,20,190,400,11,3,0,league,bronze,12251,0.57,220,466,820,4921,295
badminton,2,16,67,500,2,6,1,league+knockout,silver,4128,3.63,32,50,1251,575,470
football,1,8,28,1050,11,2,1,league,gold,8817,2.84,88,154,1416,538,914
kabaddi,1,20,19,400,7,1,0,knockout,platinum,1946,25.69,140,201,277,224,239
cricket,1,16,67,1450,11,3,1,league+knockout,silver,26920,0.56,176,414,3732,2509,1784
basketball,3,8,17,350,5,4,1,league+knockout,bronze,1228,5.7,40,66,502,110,102
volleyball,2,16,67,550,6,6,0,league+knockout,platinum,6591,7.59,96,111,1516,581,680
football,2,24,23,950,11,1,0,knockout,silver,3038,4.94,264,498,631,394,238
volleyball,2,12,66,700,6,5,0,league,platinum,5950,8.4,72,106,1742,447,726
volleyball,3,16,67,200,6,6,1,league+knockout,silver,1717,8.74,96,146,376,316,107
badminton,1,20,190,550,2,2,0,league,silver,4072,3.68,40,51,745,1850,330
kabaddi,2,20,19,500,7,2,1,knockout,silver,1771,8.47,140,217,499,211,251
football,2,8,28,500,11,5,1,league,gold,8335,3.0,88,175,1547,529,601
volleyball,3,14,13,450,6,1,0,knockout,bronze,310,22.58,84,129,137,47,38
basketball,2,8,7,200,5,2,1,knockout,platinum,972,51.44,40,58,219,60,126
cricket,3,16,67,150,11,5,0,league+knockout,silver,5906,2.54,176,420,393,994,134
volleyball,1,4,3,850,6,2,0,knockout,gold,2044,12.23,24,31,995,31,640
cricket,3,16,120,350,11,4,0,league,silver,8369,1.79,176,424,668,1995,181
kabaddi,2,12,11,200,7,2,0,knockout,gold,970,25.77,84,119,221,104,119
basketball,1,12,66,800,5,4,1,league,silver,6879,2.18,60,89,2042,937,828
cricket,1,20,19,1750,11,1,1,knockout,gold,8870,2.82,220,471,1300,592,937
badminton,1,16,15,450,2,1,0,knockout,bronze,572,12.24,32,43,312,135,240
volleyball,3,16,15,150,6,2,0,knockout,gold,499,50.1,96,118,100,72,34
cricket,1,32,31,300,11,1,1,knockout,silver,5725,2.62,352,744,220,1137,387
basketball,3,32,496,200,5,5,0,league,bronze,4982,1.41,160,246,343,3421,109
basketball,1,24,23,1250,5,1,1,knockout,bronze,1772,3.95,120,178,856,236,444
basketball,1,24,23,850,5,1,0,knockout,gold,2080,12.02,120,205,522,263,337
kabaddi,2,20,19,350,7,1,1,knockout,gold,1638,15.26,140,237,212,228,158
basketball,2,8,7,300,5,2,1,knockout,bronze,631,11.09,40,54,313,84,162
basketball,2,14,13,750,5,1,0,knockout,gold,1170,21.37,70,111,337,144,152
volleyball,1,8,28,1450,6,4,0,league,silver,6982,2.15,48,63,3151,311,1871
basketball,2,8,28,500,5,4,1,league,bronze,2548,2.75,40,60,1123,321,410
badminton,2,24,149,500,2,6,0,league+knockout,silver,4833,3.1,48,69,1645,843,513
football,2,16,120,550,11,4,1,league,silver,11104,1.35,176,344,1475,2266,635
kabaddi,2,4,3,850,7,2,1,knockout,silver,1555,9.65,28,47,812,27,243
cricket,3,6,15,300,11,2,0,league,bronze,1463,4.78,66,150,272,246,69
football,1,16,15,650,11,1,0,knockout,gold,3379,7.4,176,303,524,422,377
basketball,3,8,28,350,5,3,0,league,bronze,996,7.03,40,59,452,200,104
volleyball,2,10,9,950,6,1,0,knockout,silver,682,21.99,60,78,400,58,122
football,2,4,6,900,11,5,0,league,bronze,6765,1.03,44,86,2900,106,1318
basketball,2,16,120,300,5,5,1,league,silver,4149,3.62,80,110,680,1224,292
basketball,3,10,45,450,5,4,0,league,silver,1843,8.14,50,83,646,242,166
basketball,2,14,91,300,5,2,1,league,gold,3097,8.07,70,90,360,778,127
kabaddi,2,8,7,500,7,2,0,knockout,silver,1411,10.63,56,98,638,74,310
badminton,1,8,17,1100,2,3,0,league+knockout,gold,7089,3.53,16,20,2292,152,1179
cricket,1,8,17,1200,11,4,1,league+knockout,bronze,15573,0.45,88,167,3693,591,2106
football,2,10,45,800,11,2,1,league,gold,6248,4.0,110,201,830,749,314
badminton,3,8,17,350,2,6,0,league+knockout,gold,2007,12.46,16,20,742,62,196
cricket,3,16,120,150,11,4,1,league,silver,7389,2.03,176,358,313,1771,97
volleyball,1,8,7,500,6,1,0,knockout,silver,613,24.47,48,61,290,77,169
kabaddi,2,12,11,400,7,1,0,knockout,silver,772,19.43,84,132,206,131,90
football,2,14,13,750,11,1,0,knockout,bronze,1358,5.15,154,249,413,193,198
cricket,3,16,120,350,11,4,1,league,bronze,6695,1.05,176,357,783,1748,216
kabaddi,1,20,190,900,7,4,0,league,gold,13100,1.91,140,212,2089,3138,890
football,1,8,7,350,11,2,1,knockout,gold,2598,9.62,88,160,530,146,313
basketball,2,24,23,250,5,2,1,knockout,silver,1224,12.25,120,156,266,269,139
badminton,3,16,15,400,2,1,1,knockout,silver,342,43.86,32,39,138,68,28
football,2,16,15,800,11,1,0,knockout,gold,2932,8.53,176,322,508,286,272
volleyball,2,24,276,350,6,5,0,league,gold,5925,4.22,144,204,807,2086,455
badminton,2,20,104,800,2,6,1,league+knockout,silver,6623,2.26,40,53,2177,766,779
basketball,3,32,31,250,5,1,1,knockout,silver,1032,14.53,160,275,103,188,75
badminton,1,8,17,1900,2,5,1,league+knockout,gold,18916,1.32,16,22,5997,180,2502
kabaddi,2,12,11,400,7,2,1,knockout,silver,1336,11.23,84,118,427,144,221
volleyball,2,14,91,850,6,2,0,league,bronze,1888,3.71,84,107,832,680,260
cricket,3,24,23,500,11,1,1,knockout,silver,2986,5.02,264,533,274,326,84
volleyball,2,6,5,300,6,2,0,knockout,silver,429,34.97,36,45,235,40,96
kabaddi,3,8,28,450,7,5,0,league,silver,2490,6.02,56,85,955,212,229
badminton,1,20,190,600,2,5,0,league,gold,8181,3.06,40,56,1942,1644,1166
volleyball,2,8,7,850,6,1,0,knockout,silver,636,23.58,48,63,371,43,144
volleyball,1,32,31,1950,6,2,0,knockout,silver,4655,3.22,192,255,2521,274,1658
football,3,8,17,350,11,4,1,league+knockout,platinum,4312,11.6,88,174,540,196,106
kabaddi,2,16,15,700,7,2,0,knockout,gold,2680,9.33,112,186,891,178,420
kabaddi,2,6,15,450,7,3,1,league,gold,2513,9.95,42,70,639,175,182
kabaddi,2,24,276,250,7,2,0,league,silver,7446,2.01,168,300,266,3696,166
volleyball,1,24,23,700,6,1,0,knockout,silver,1184,12.67,144,192,453,178,279
basketball,2,16,120,850,5,4,0,league,platinum,10195,4.9,80,113,2055,1428,702
cricket,2,24,149,200,11,5,0,league+knockout,bronze,9387,0.75,264,553,642,2635,392
basketball,3,16,120,150,5,3,0,league,gold,2187,11.43,80,113,186,702,46
volleyball,1,20,190,950,6,3,0,league,bronze,5031,1.39,120,182,1763,2089,1076
football,2,32,496,500,11,3,1,league,gold,29722,0.84,352,684,990,7975,483
kabaddi,2,16,67,300,7,4,0,league+knockout,silver,3766,3.98,112,162,716,764,271
basketball,2,8,28,250,5,5,0,league,platinum,2920,17.12,40,66,647,289,212
kabaddi,2,8,7,950,7,1,1,knockout,platinum,1784,28.03,56,102,478,82,167
football,1,32,263,1300,11,5,1,league+knockout,bronze,30396,0.23,352,707,4525,7124,2856
kabaddi,2,24,23,700,7,1,0,knockout,silver,1613,9.3,168,265,426,192,293
basketball,2,6,9,950,5,3,0,league+knockout,silver,4287,3.5,30,44,1670,98,563
football,2,6,15,300,11,5,1,league,silver,4039,3.71,66,117,946,203,449
volleyball,2,10,9,600,6,1,1,knockout,platinum,950,52.63,60,71,258,70,136
football,2,8,7,500,11,1,0,knockout,silver,1318,11.38,88,153,322,118,198
kabaddi,2,8,7,800,7,1,0,knockout,gold,1280,19.53,56,80,478,59,180
volleyball,3,16,120,100,6,3,0,league,gold,1456,17.17,96,140,92,539,41
cricket,2,8,28,600,11,5,0,league,silver,7958,1.88,88,199,1684,720,584
volleyball,2,6,9,800,6,5,0,league+knockout,gold,5041,4.96,36,54,1920,76,653
cricket,1,8,28,1550,11,3,1,league,silver,18188,0.82,88,208,3462,658,2267
badminton,2,6,5,700,2,1,0,knockout,silver,572,26.22,12,15,367,32,146
basketball,1,6,5,1600,5,1,0,knockout,silver,2203,6.81,30,48,1175,85,578
basketball,3,16,15,100,5,2,0,knockout,silver,459,32.68,80,125,80,76,38
volleyball,1,8,7,1950,6,1,1,knockout,silver,1923,7.8,48,59,1152,68,480
badminton,2,4,6,450,2,4,1,league,gold,2247,11.13,8,11,891,39,240
volleyball,2,16,15,350,6,1,0,knockout,bronze,452,15.49,96,123,168,130,118
volleyball,1,14,13,1000,6,2,1,knockout,bronze,1764,3.97,84,110,1227,155,634
volleyball,2,4,6,500,6,4,0,league,silver,1881,7.97,24,29,1010,40,364
basketball,3,12,66,500,5,4,1,league,silver,2377,6.31,60,85,680,379,163
football,2,10,26,350,11,3,0,league+knockout,silver,3360,4.46,110,171,560,348,256
kabaddi,3,10,9,500,7,2,1,knockout,silver,1171,12.81,70,100,478,71,152
volleyball,3,6,5,500,6,1,0,knockout,silver,327,45.87,36,55,191,24,38
kabaddi,3,20,19,50,7,2,0,knockout,silver,647,23.18,140,205,39,115,40
kabaddi,2,8,7,800,7,1,0,knockout,gold,1232,20.29,56,86,416,62,201
badminton,2,10,9,700,2,2,0,knockout,bronze,868,8.06,20,24,780,50,283
cricket,2,16,15,850,11,2,0,knockout,silver,4928,3.04,176,365,1244,358,595
basketball,1,20,104,500,5,6,0,league+knockout,silver,8946,1.68,100,141,2026,1603,1149
football,1,8,17,700,11,5,1,league+knockout,silver,11486,1.31,88,177,2457,310,1379
badminton,2,10,26,750,2,4,0,league+knockout,gold,4666,5.36,20,27,1582,150,629
cricket,3,12,66,350,11,3,0,league,silver,4824,3.11,132,332,528,820,173
basketball,2,16,67,850,5,4,0,league+knockout,gold,8327,3.0,80,126,1911,711,909
cricket,2,16,120,350,11,4,1,league,bronze,9728,0.72,176,337,816,2999,438
kabaddi,2,6,15,300,7,2,1,league,gold,1662,15.04,42,70,326,145,150
kabaddi,1,10,45,1700,7,4,1,league,silver,16966,0.88,70,127,4833,831,3490
basketball,1,12,38,900,5,3,0,league+knockout,gold,7219,3.46,60,91,1498,569,1022
badminton,1,6,5,1500,2,2,0,knockout,silver,2700,5.56,12,18,1798,49,823
football,2,12,11,600,11,1,0,knockout,bronze,1161,6.03,132,264,312,140,184
football,2,12,66,250,11,3,0,league,bronze,3490,2.01,132,232,436,1269,229
kabaddi,2,12,66,550,7,4,0,league,bronze,2952,2.37,84,131,1024,712,479
volleyball,2,16,120,200,6,5,1,league,silver,2548,5.89,96,115,453,946,164
volleyball,2,16,67,700,6,3,0,league+knockout,gold,3742,6.68,96,134,881,514,408
volleyball,1,20,190,400,6,4,0,league,gold,6530,3.83,120,138,899,2331,585
badminton,2,20,104,200,2,5,1,league+knockout,gold,3047,8.2,40,57,426,739,142
cricket,2,16,15,650,11,1,0,knockout,platinum,4136,12.09,176,338,471,284,263
badminton,3,8,7,350,2,1,1,knockout,gold,305,81.97,16,22,119,36,25
football,3,10,26,100,11,4,1,league+knockout,platinum,3226,15.5,110,213,177,257,69
volleyball,2,16,15,800,6,2,1,knockout,gold,1620,15.43,96,115,653,103,251
volleyball,3,8,17,250,6,6,0,league+knockout,silver,1268,11.83,48,65,530,68,150
kabaddi,2,16,67,700,7,5,1,league+knockout,platinum,12843,3.89,112,176,2183,853,786
badminton,3,16,15,400,2,1,1,knockout,silver,356,42.13,32,46,137,62,41
football,2,4,3,550,11,1,0,knockout,platinum,1366,36.6,44,84,309,56,114
cricket,1,24,23,750,11,1,1,knockout,silver,5147,2.91,264,515,650,574,550
volleyball,2,24,149,400,6,5,0,league+knockout,silver,4384,3.42,144,220,952,1300,361
kabaddi,2,20,190,950,7,2,0,league,gold,8667,2.88,140,195,1010,2561,374
badminton,1,32,31,1100,2,1,0,knockout,gold,1972,12.68,64,79,688,305,442
cricket,3,8,28,350,11,4,1,league,platinum,6197,8.07,88,166,731,407,126
cricket,2,16,15,750,11,1,0,knockout,bronze,2341,2.99,176,438,497,314,309
cricket,2,32,31,650,11,1,0,knockout,bronze,3568,1.96,352,875,413,730,273
volleyball,3,12,66,200,6,2,1,league,bronze,659,10.62,72,105,135,253,47
kabaddi,2,12,11,850,7,2,0,knockout,gold,2290,10.92,84,150,918,100,275
cricket,2,14,91,700,11,4,0,league,platinum,20419,2.45,154,386,2045,2424,593
badminton,1,6,9,1950,2,6,1,league+knockout,gold,23486,1.06,12,19,7308,103,3381
cricket,1,16,15,1550,11,1,0,knockout,silver,5238,2.86,176,404,1022,489,819
cricket,2,16,15,250,11,1,0,knockout,bronze,1677,4.17,176,422,152,373,119
volleyball,2,32,31,300,6,2,1,knockout,silver,1246,12.04,192,282,296,234,167
cricket,1,8,17,650,11,6,0,league+knockout,silver,14550,1.03,88,198,2686,596,1647
kabaddi,3,14,13,150,7,1,1,knockout,platinum,919,54.41,98,161,60,96,41
kabaddi,2,16,15,550,7,1,1,knockout,silver,1120,13.39,112,185,259,136,141
cricket,2,10,26,400,11,4,0,league+knockout,platinum,9462,5.28,110,244,928,523,456
basketball,2,16,120,200,5,3,0,league,gold,4048,6.18,80,107,348,1389,162
football,2,16,15,600,11,2,0,knockout,gold,3542,7.06,176,346,764,194,409
basketball,1,14,51,800,5,6,0,league+knockout,gold,11468,2.18,70,100,2806,755,1416
cricket,2,16,15,550,11,1,0,knockout,bronze,1829,3.83,176,397,314,314,154
basketball,2,8,7,800,5,2,1,knockout,silver,1449,10.35,40,55,738,74,218
football,1,12,66,750,11,4,0,league,bronze,8081,0.87,132,258,2231,1658,1042
basketball,3,20,19,150,5,2,1,knockout,silver,693,21.65,100,140,128,127,43
badminton,2,24,23,750,2,1,0,knockout,bronze,675,10.37,48,58,428,185,181
kabaddi,2,20,190,600,7,5,0,league,bronze,5830,1.2,140,228,1398,2290,742
football,2,32,31,850,11,2,0,knockout,platinum,7238,6.91,352,626,1024,543,672
kabaddi,3,12,38,250,7,6,1,league+knockout,bronze,2017,3.47,84,114,667,242,184
basketball,1,8,28,1400,5,3,1,league,bronze,6260,1.12,40,52,3040,426,1242
volleyball,2,12,11,200,6,2,0,knockout,silver,540,27.78,72,102,194,82,118
football,3,8,7,450,11,1,1,knockout,silver,1013,14.81,88,171,194,88,62
kabaddi,1,10,9,1400,7,1,0,knockout,silver,2353,6.37,70,113,1027,165,586
badminton,3,20,104,100,2,4,1,league+knockout,bronze,1069,6.55,40,55,132,561,33
cricket,1,16,15,700,11,1,0,knockout,silver,3436,4.37,176,442,552,375,364
kabaddi,2,8,7,950,7,1,1,knockout,platinum,1915,26.11,56,90,496,79,229
badminton,2,16,120,600,2,4,0,league,silver,3440,4.36,32,50,1113,989,364
badminton,3,6,9,300,2,4,0,league+knockout,silver,939,15.97,12,15,461,34,84
volleyball,2,8,28,200,6,4,0,league,gold,1289,19.39,48,64,350,172,170
volleyball,2,12,11,300,6,2,0,knockout,silver,704,21.31,72,83,311,90,185
badminton,1,16,67,1600,2,5,0,league+knockout,silver,15204,0.99,32,42,5633,848,3254
football,3,24,276,100,11,5,1,league,gold,10328,2.42,264,424,232,2620,103
football,2,6,5,750,11,1,1,knockout,silver,1468,10.22,66,128,399,67,214
volleyball,2,16,15,500,6,1,1,knockout,gold,871,28.7,96,124,203,127,105
badminton,1,10,9,1450,2,1,0,knockout,silver,1626,9.23,20,31,964,88,523
football,3,12,38,100,11,3,0,league+knockout,bronze,1700,4.12,132,224,158,404,57
basketball,3,12,11,250,5,1,0,knockout,bronze,300,23.33,60,96,108,54,30
kabaddi,1,20,190,1500,7,4,0,league,gold,18229,1.37,140,240,3643,3330,1649
badminton,3,14,51,200,2,6,0,league+knockout,silver,1322,11.35,28,44,477,175,129
kabaddi,3,16,15,350,7,2,1,knockout,silver,1042,14.4,112,186,297,111,69
basketball,2,8,7,300,5,2,0,knockout,silver,658,22.8,40,63,299,52,118
volleyball,3,10,9,100,6,1,1,knockout,silver,246,60.98,60,73,31,46,21
badminton,3,10,45,400,2,4,0,league,silver,1384,10.84,20,29,670,153,153
badminton,3,24,276,150,2,3,0,league,gold,2776,9.01,48,74,187,1278,58
basketball,3,16,120,250,5,5,1,league,bronze,1665,4.2,80,106,441,546,104
volleyball,2,24,149,950,6,5,0,league+knockout,silver,6273,2.39,144,183,2333,868,732
volleyball,1,8,7,450,6,2,1,knockout,gold,1273,19.64,48,70,445,81,313
cricket,1,16,15,1250,11,1,1,knockout,silver,4484,3.35,176,334,913,347,454
cricket,3,24,23,250,11,1,0,knockout,gold,3413,7.32,264,641,149,380,83
football,3,16,67,100,11,3,1,league+knockout,silver,3966,3.78,176,342,138,779,88
football,3,32,496,150,11,5,0,league,platinum,23875,2.09,352,651,335,6400,122
badminton,3,16,120,450,2,4,0,league,silver,1951,7.69,32,40,605,611,157
basketball,2,14,13,600,5,2,1,knockout,silver,1537,9.76,70,116,573,119,315
kabaddi,1,20,19,1700,7,2,0,knockout,silver,4985,3.01,140,258,2255,233,1268
volleyball,2,12,11,250,6,1,0,knockout,silver,440,34.09,72,111,108,83,89
cricket,1,14,91,1850,11,4,1,league,bronze,28060,0.25,154,369,6571,2584,4069
kabaddi,3,8,28,100,7,4,0,league,silver,876,17.12,56,82,195,145,63
cricket,2,8,7,500,11,1,0,knockout,silver,1771,8.47,88,201,360,163,172
kabaddi,3,16,15,200,7,2,1,knockout,silver,841,17.84,112,181,145,115,73
cricket,2,12,11,200,11,1,0,knockout,silver,1688,8.89,132,322,125,262,97
football,2,20,19,650,11,2,0,knockout,silver,3152,4.76,220,438,767,302,374
kabaddi,2,32,31,200,7,1,0,knockout,gold,1785,14.01,224,344,121,349,152
volleyball,2,10,9,500,6,1,1,knockout,silver,621,24.15,60,75,239,68,142
cricket,3,8,7,50,11,2,1,knockout,silver,891,16.84,88,189,52,91,22
kabaddi,2,12,38,750,7,3,1,league+knockout,silver,5035,2.98,84,118,1308,377,530
volleyball,2,12,66,650,6,2,1,league,silver,2010,7.46,72,98,553,368,308
kabaddi,3,32,496,350,7,2,0,league,silver,7089,2.12,224,334,306,3400,112
badminton,3,10,45,250,2,4,0,league,bronze,755,9.27,20,27,395,198,106
football,3,16,120,300,11,3,1,league,gold,6401,3.91,176,348,467,1114,153
basketball,3,24,149,100,5,4,0,league+knockout,silver,2586,5.8,120,161,142,977,51
kabaddi,2,24,149,550,7,5,1,league+knockout,silver,8543,1.76,168,281,1399,1691,562
cricket,1,20,19,1300,11,2,0,knockout,gold,8829,2.83,220,543,1835,515,811
badminton,2,20,19,650,2,1,0,knockout,bronze,468,14.96,40,63,302,123,96
kabaddi,3,24,276,500,7,3,0,league,silver,4520,3.32,168,275,641,1510,196
basketball,3,8,17,150,5,3,1,league+knockout,bronze,705,9.93,40,57,198,114,62
volleyball,1,8,28,850,6,5,0,league,gold,6100,4.1,48,72,2083,290,1312
cricket,2,16,120,950,11,3,0,league,bronze,10476,0.67,176,412,2088,1971,1101
basketball,1,20,190,1900,5,3,0,league,platinum,22417,2.23,100,145,3844,2843,2694
volleyball,1,20,104,1100,6,5,0,league+knockout,silver,10294,1.46,120,183,3389,953,2346
football,3,24,276,250,11,2,0,league,bronze,5987,1.17,264,415,248,2886,129
badminton,2,20,104,850,2,5,0,league+knockout,bronze,4749,1.47,40,54,2167,866,958
kabaddi,2,16,67,600,7,4,0,league+knockout,gold,6187,4.04,112,163,1241,751,394
football,2,20,104,750,11,6,1,league+knockout,bronze,11929,0.59,220,375,2632,1953,928
volleyball,2,10,9,550,6,1,0,knockout,platinum,817,61.2,60,78,277,67,91
cricket,3,16,120,300,11,3,0,league,bronze,5209,1.34,176,428,403,1716,135
football,1,32,31,1750,11,2,1,knockout,gold,12556,1.99,352,715,2751,736,1425
football,1,20,104,1300,11,6,0,league+knockout,gold,35825,0.7,220,438,5733,3088,2848
volleyball,1,20,19,850,6,1,0,knockout,platinum,1843,27.13,120,182,465,212,314
cricket,2,32,263,350,11,6,1,league+knockout,silver,23308,0.64,352,829,1289,4531,458
badminton,3,10,45,400,2,2,0,league,silver,902,16.63,20,28,293,251,76
football,3,16,120,300,11,5,1,league,gold,6954,3.6,176,353,604,1145,175
football,1,32,31,900,11,2,1,knockout,silver,7216,2.08,352,592,1435,779,1137
badminton,2,8,28,650,2,3,0,league,silver,2103,7.13,16,25,1005,196,316
cricket,1,8,7,1200,11,1,1,knockout,silver,3736,4.01,88,218,799,199,549
kabaddi,2,16,15,500,7,1,0,knockout,gold,1434,17.43,112,168,305,182,189
basketball,3,16,120,300,5,3,0,league,bronze,1730,4.05,80,105,390,784,127
cricket,1,8,17,500,11,5,0,league+knockout,silver,11629,1.29,88,169,2151,562,1198
badminton,2,32,31,600,2,2,1,knockout,silver,1466,10.23,64,103,669,256,217
cricket,3,20,19,350,11,2,0,knockout,silver,2538,5.91,220,448,336,291,115
cricket,3,20,19,450,11,1,0,knockout,gold,2963,8.44,220,483,230,296,88
volleyball,2,8,7,350,6,2,0,knockout,silver,531,28.25,48,63,296,53,99
kabaddi,3,12,66,50,7,4,1,league,silver,1553,9.66,84,142,89,493,48
basketball,2,10,45,950,5,5,0,league,silver,6233,2.41,50,86,2626,389,864
kabaddi,1,6,5,500,7,2,0,knockout,platinum,2313,21.62,42,66,711,88,378
basketball,1,8,28,650,5,3,1,league,silver,4098,3.66,40,52,1226,420,619
volleyball,2,16,120,1000,6,3,0,league,gold,5204,4.8,96,113,1576,760,701
kabaddi,2,8,7,650,7,2,1,knockout,gold,2332,10.72,56,100,822,79,331
basketball,3,16,120,400,5,5,1,league,bronze,2225,3.15,80,105,706,609,206
volleyball,3,8,17,400,6,4,0,league+knockout,silver,1386,10.82,48,67,630,65,131
kabaddi,1,8,28,1800,7,5,1,league,bronze,14004,0.5,56,89,6665,447,3034
basketball,3,10,9,500,5,2,1,knockout,gold,1172,21.33,50,83,429,57,109
badminton,1,16,15,1700,2,2,0,knockout,silver,3040,4.93,32,39,1781,159,1029
badminton,3,14,91,400,2,4,0,league,silver,1604,9.35,28,38,543,456,123
