sport,city_tier,current_registrations,days_since_open,total_days_available,max_teams,entry_fee,prize_pool,has_sponsor,format,fill_percentage,days_remaining,projected_registrations,fill_rate,label
cricket,3,3,4,18,16,200,500,1,knockout,18.8,14,17.0,1.065,will_fill
football,2,6,12,13,32,1050,4500,0,league+knockout,18.8,1,5.8,0.182,wont_fill
kabaddi,2,2,2,10,12,950,4500,0,league,16.7,8,9.8,0.817,wont_fill
basketball,2,10,1,16,12,850,17000,1,knockout,83.3,15,18.0,23.96,oversubscribed
kabaddi,2,11,5,5,16,2600,8500,1,knockout,68.8,0,10.5,0.658,wont_fill
basketball,2,4,8,12,12,1900,6000,1,league,33.3,4,7.7,0.64,wont_fill
cricket,1,8,16,20,14,4550,23000,0,league+knockout,57.1,4,16.9,1.207,oversubscribed
football,2,8,4,7,20,650,17500,0,knockout,40.0,3,19.4,0.971,will_fill
volleyball,1,5,1,5,6,3000,35500,0,league,83.3,4,9.0,7.298,oversubscribed
badminton,2,4,11,19,8,2250,24500,0,knockout,50.0,8,9.5,1.188,oversubscribed
cricket,1,1,10,16,4,1350,5000,1,league,25.0,6,2.8,0.708,wont_fill
volleyball,2,1,4,11,8,1200,16000,1,league,12.5,7,4.0,0.498,wont_fill
badminton,1,11,8,8,24,4650,11000,1,league,45.8,0,11.9,0.495,wont_fill
basketball,3,7,6,21,14,350,2000,0,league+knockout,50.0,15,21.0,1.624,oversubscribed
badminton,2,11,5,12,32,1500,16000,1,knockout,34.4,7,37.9,1.186,oversubscribed
basketball,2,6,12,15,10,1200,7500,0,league,60.0,3,8.9,0.89,will_fill
volleyball,1,17,9,10,32,1450,25000,0,league,53.1,1,22.6,0.705,wont_fill
volleyball,2,6,14,14,20,750,2000,0,league,30.0,0,5.4,0.268,wont_fill
badminton,3,8,3,13,10,700,4000,1,knockout,80.0,10,15.0,3.61,oversubscribed
kabaddi,1,8,12,12,16,4700,47500,0,league+knockout,50.0,0,7.2,0.452,wont_fill
kabaddi,2,8,1,6,16,2100,8500,1,league+knockout,50.0,5,24.0,2.7,oversubscribed
volleyball,2,4,4,11,16,600,7000,1,league,25.0,7,12.7,0.795,wont_fill
cricket,2,7,3,9,16,1650,16500,1,league,43.8,6,24.0,1.86,oversubscribed
football,3,14,8,14,20,250,5500,0,league,70.0,6,30.0,1.501,oversubscribed
basketball,1,5,3,17,12,3200,23500,0,league,41.7,14,18.0,3.475,oversubscribed
basketball,2,11,1,5,20,2950,21000,1,league+knockout,55.0,4,30.0,3.392,oversubscribed
badminton,2,3,9,13,8,2400,13500,0,league+knockout,37.5,4,5.7,0.708,wont_fill
badminton,3,15,3,8,16,1200,500,0,knockout,93.8,5,24.0,2.325,oversubscribed
volleyball,3,6,4,8,12,1000,11000,1,league+knockout,50.0,4,11.4,0.954,will_fill
cricket,2,5,2,6,8,2650,8500,1,knockout,62.5,4,12.0,3.592,oversubscribed
kabaddi,2,2,5,5,16,500,24000,1,knockout,12.5,0,1.9,0.118,wont_fill
badminton,3,3,13,19,8,1050,3000,0,knockout,37.5,6,4.2,0.529,wont_fill
kabaddi,3,7,5,9,10,1450,6500,1,league+knockout,70.0,4,11.0,1.102,will_fill
football,1,4,3,7,16,3300,16000,0,knockout,25.0,4,16.8,1.051,will_fill
football,1,5,3,8,8,950,38000,0,league,62.5,5,12.0,3.219,oversubscribed
badminton,2,3,11,20,8,1250,4500,0,knockout,37.5,9,7.2,0.904,will_fill
football,2,8,12,14,16,1800,11500,1,league,50.0,2,10.6,0.663,wont_fill
football,2,4,5,16,8,2250,16000,0,league,50.0,11,12.0,2.155,oversubscribed
kabaddi,2,10,3,13,16,2850,3500,1,knockout,62.5,10,24.0,3.019,oversubscribed
basketball,2,8,1,11,16,2500,16500,0,league+knockout,50.0,10,24.0,5.697,oversubscribed
kabaddi,1,7,3,14,16,3750,26000,0,league+knockout,43.8,11,24.0,2.11,oversubscribed
basketball,2,4,3,10,8,900,25000,0,league+knockout,50.0,7,12.0,2.173,oversubscribed
football,3,4,1,12,8,850,7000,0,knockout,50.0,11,12.0,7.353,oversubscribed
cricket,1,6,21,21,8,2650,40000,0,league,75.0,0,5.3,0.665,wont_fill
badminton,2,4,7,13,6,1950,12500,1,league+knockout,66.7,6,8.4,1.404,oversubscribed
kabaddi,3,6,6,19,24,700,4000,0,knockout,25.0,13,17.6,0.735,wont_fill
basketball,2,1,12,15,8,2250,8000,0,knockout,12.5,3,0.7,0.082,wont_fill
football,1,5,2,21,8,1850,19000,1,league,62.5,19,12.0,13.863,oversubscribed
kabaddi,2,1,2,14,4,2250,17000,0,league,25.0,12,6.0,1.811,oversubscribed
basketball,1,4,9,21,20,4200,41000,0,league,20.0,12,14.6,0.729,wont_fill
kabaddi,1,12,14,21,16,1950,33000,1,knockout,75.0,7,24.0,1.772,oversubscribed
basketball,2,12,9,9,14,2950,15000,0,knockout,85.7,0,13.4,0.956,will_fill
basketball,2,8,12,17,14,2650,4000,0,league+knockout,57.1,5,13.5,0.967,will_fill
football,3,4,9,18,16,100,10000,0,knockout,25.0,9,11.7,0.733,wont_fill
kabaddi,2,2,4,16,10,1350,9500,1,league,20.0,12,8.5,0.852,will_fill
badminton,2,6,7,11,12,1050,13000,0,league+knockout,50.0,4,9.7,0.807,wont_fill
basketball,2,7,4,8,16,950,4500,0,league,43.8,4,16.7,1.041,will_fill
basketball,2,4,1,17,6,2250,20500,0,league,66.7,16,9.0,15.034,oversubscribed
football,2,6,17,17,16,550,6500,0,league,37.5,0,6.2,0.389,wont_fill
volleyball,3,5,17,21,8,1500,1000,0,league,62.5,4,5.7,0.712,wont_fill
cricket,3,5,13,17,10,250,2000,0,league+knockout,50.0,4,8.1,0.807,wont_fill
basketball,2,6,8,11,8,1350,6500,0,league+knockout,75.0,3,10.2,1.28,oversubscribed
badminton,2,11,9,13,16,2100,13500,0,knockout,68.8,4,20.3,1.268,oversubscribed
kabaddi,2,6,4,20,24,1200,23000,1,league+knockout,25.0,16,30.5,1.273,oversubscribed
kabaddi,3,1,4,13,4,800,1500,0,league,25.0,9,2.7,0.684,wont_fill
badminton,2,4,8,11,8,1300,9500,0,league+knockout,50.0,3,5.8,0.724,wont_fill
basketball,2,6,6,7,8,350,18500,1,league+knockout,75.0,1,9.1,1.135,will_fill
badminton,2,6,8,13,24,2400,10000,0,league+knockout,25.0,5,10.0,0.415,wont_fill
football,1,5,5,6,14,1950,32000,1,league+knockout,35.7,1,8.5,0.607,wont_fill
volleyball,1,5,6,8,12,2050,38000,0,league,41.7,2,8.0,0.665,wont_fill
badminton,2,5,12,16,8,1050,19500,0,league,62.5,4,8.8,1.101,will_fill
cricket,2,4,7,17,16,900,16500,1,league+knockout,25.0,10,15.9,0.991,will_fill
kabaddi,1,6,13,15,16,900,28000,0,league+knockout,37.5,2,10.2,0.638,wont_fill
badminton,2,4,5,15,12,1350,12500,0,league,33.3,10,14.6,1.219,oversubscribed
volleyball,3,6,5,10,16,1100,8000,1,knockout,37.5,5,14.6,0.915,will_fill
badminton,2,14,7,15,24,600,3500,0,league+knockout,58.3,8,30.0,1.249,oversubscribed
badminton,2,14,9,17,16,1800,20000,0,league,87.5,8,24.0,2.02,oversubscribed
football,1,7,12,13,16,1850,28000,0,knockout,43.8,1,9.3,0.583,wont_fill
basketball,1,3,1,7,16,3700,22500,0,league+knockout,18.8,6,24.0,1.94,oversubscribed
kabaddi,2,14,1,5,20,1650,16500,0,knockout,70.0,4,30.0,4.494,oversubscribed
basketball,2,9,10,10,16,2900,19500,0,league+knockout,56.2,0,7.5,0.466,wont_fill
badminton,2,2,6,14,8,350,1000,0,knockout,25.0,8,5.4,0.67,wont_fill
football,2,1,16,20,4,1500,20500,0,league,25.0,4,1.1,0.275,wont_fill
kabaddi,3,1,13,17,8,1400,4500,0,league,12.5,4,1.0,0.123,wont_fill
volleyball,2,2,7,13,16,850,10500,0,knockout,12.5,6,3.4,0.213,wont_fill
kabaddi,1,1,2,5,8,2000,8500,0,league,12.5,3,3.1,0.393,wont_fill
cricket,1,5,7,15,14,3550,32500,0,knockout,35.7,8,21.0,1.596,oversubscribed
cricket,3,2,3,17,6,600,7000,1,league+knockout,33.3,14,9.0,2.516,oversubscribed
volleyball,1,6,2,6,12,4750,45500,1,league+knockout,50.0,4,18.0,2.184,oversubscribed
badminton,3,4,4,21,16,500,6500,1,knockout,25.0,17,22.4,1.397,oversubscribed
football,3,8,2,5,12,900,4500,0,knockout,66.7,3,18.0,1.822,oversubscribed
kabaddi,2,10,3,12,20,1700,21500,0,knockout,50.0,9,30.0,2.194,oversubscribed
football,2,7,6,12,8,1700,15500,1,league+knockout,87.5,6,12.0,2.235,oversubscribed
kabaddi,2,12,15,20,24,2300,7000,0,knockout,50.0,5,21.5,0.897,will_fill
badminton,2,9,2,10,20,1400,18500,0,knockout,45.0,8,30.0,2.909,oversubscribed
volleyball,2,6,8,16,24,2500,13500,0,league,25.0,8,11.7,0.488,wont_fill
basketball,1,2,2,15,12,850,10500,0,knockout,16.7,13,18.0,2.255,oversubscribed
cricket,2,8,16,17,16,1350,2500,0,knockout,50.0,1,11.8,0.737,wont_fill
football,2,8,2,19,20,2000,13000,1,league+knockout,40.0,17,30.0,4.874,oversubscribed
basketball,1,6,2,14,6,1300,8500,1,knockout,100.0,12,9.0,14.98,oversubscribed
football,1,10,9,10,16,1350,44000,0,league,62.5,1,12.5,0.784,wont_fill
kabaddi,3,2,17,17,8,1350,8000,1,knockout,25.0,0,1.5,0.189,wont_fill
badminton,3,4,10,15,16,850,9500,1,league,25.0,5,6.3,0.392,wont_fill
kabaddi,2,1,10,14,16,1550,1000,0,knockout,6.2,4,1.6,0.101,wont_fill
cricket,3,10,18,21,20,300,1000,0,league+knockout,50.0,3,12.0,0.599,wont_fill
basketball,1,7,7,17,10,4450,13500,0,knockout,70.0,10,15.0,2.934,oversubscribed
volleyball,2,10,1,14,16,600,3000,1,league+knockout,62.5,13,24.0,8.231,oversubscribed
kabaddi,2,14,12,12,24,350,22000,1,league+knockout,58.3,0,13.2,0.55,wont_fill
cricket,2,1,3,12,10,1900,15500,1,league,10.0,9,6.3,0.632,wont_fill
cricket,1,1,6,9,12,900,38000,0,knockout,8.3,3,3.6,0.296,wont_fill
volleyball,1,7,13,20,16,4800,18000,0,knockout,43.8,7,16.2,1.012,will_fill
kabaddi,2,2,14,18,8,1700,20500,0,league+knockout,25.0,4,2.3,0.283,wont_fill
badminton,2,1,8,9,12,1100,23500,0,league+knockout,8.3,1,0.0,0.0,wont_fill
cricket,2,1,5,9,16,750,11000,0,knockout,6.2,4,4.5,0.279,wont_fill
basketball,1,8,20,20,16,650,26500,0,league,50.0,0,8.2,0.515,wont_fill
football,1,8,1,13,16,1050,27500,0,knockout,50.0,12,24.0,15.543,oversubscribed
volleyball,2,8,8,17,10,700,11500,0,knockout,80.0,9,15.0,2.394,oversubscribed
cricket,1,3,1,5,12,3250,34000,0,league,25.0,4,18.0,2.667,oversubscribed
badminton,2,24,9,21,32,1900,2000,1,knockout,75.0,12,48.0,2.542,oversubscribed
football,1,7,6,7,16,2350,29500,0,league+knockout,43.8,1,9.7,0.605,wont_fill
basketball,2,4,9,9,8,850,11000,0,league,50.0,0,5.0,0.628,wont_fill
kabaddi,3,1,6,10,8,350,3500,0,league+knockout,12.5,4,2.7,0.337,wont_fill
badminton,3,2,9,19,12,350,3500,0,league,16.7,10,3.9,0.329,wont_fill
basketball,1,4,4,12,8,4400,11000,0,league,50.0,8,12.0,2.182,oversubscribed
volleyball,2,2,5,20,12,1950,1500,1,knockout,16.7,15,10.5,0.877,will_fill
football,2,16,2,7,16,2850,17000,0,league+knockout,100.0,5,24.0,4.007,oversubscribed
football,2,7,11,17,16,2650,20500,0,league+knockout,43.8,6,11.8,0.738,wont_fill
volleyball,3,5,2,6,12,200,9500,0,league,41.7,4,17.0,1.42,oversubscribed
football,1,1,8,14,10,950,47000,0,knockout,10.0,6,4.6,0.457,wont_fill
volleyball,2,3,7,9,8,1050,16000,0,league,37.5,2,3.7,0.469,wont_fill
kabaddi,1,2,2,10,16,3450,7500,0,knockout,12.5,8,11.6,0.727,wont_fill
basketball,2,13,2,6,16,900,6500,1,knockout,81.2,4,24.0,3.512,oversubscribed
kabaddi,2,8,11,14,32,1150,1000,0,league,25.0,3,9.9,0.31,wont_fill
kabaddi,2,12,4,12,24,2000,15500,0,knockout,50.0,8,36.0,1.652,oversubscribed
football,3,2,1,11,16,800,1000,0,knockout,12.5,10,24.0,1.608,oversubscribed
basketball,3,8,1,6,24,1500,5000,0,knockout,33.3,5,36.0,1.936,oversubscribed
basketball,2,4,2,16,32,1800,13500,1,league,12.5,14,43.6,1.363,oversubscribed
basketball,1,4,6,13,8,2200,42000,0,league,50.0,7,12.0,1.715,oversubscribed
volleyball,2,8,7,14,16,2450,20000,1,knockout,50.0,7,18.0,1.124,will_fill
football,2,13,16,20,16,1250,24000,0,league,81.2,4,21.6,1.349,oversubscribed
kabaddi,2,2,14,18,20,2900,8000,0,knockout,10.0,4,3.6,0.18,wont_fill
cricket,2,5,1,5,10,2650,21000,1,league,50.0,4,15.0,4.925,oversubscribed
badminton,3,2,6,6,14,1050,9500,1,league,14.3,0,0.0,0.0,wont_fill
volleyball,1,6,9,15,16,3200,25000,0,league,37.5,6,12.5,0.781,wont_fill
cricket,2,7,10,10,16,800,11000,1,knockout,43.8,0,5.2,0.324,wont_fill
kabaddi,1,4,4,14,12,3550,4500,1,league+knockout,33.3,10,16.7,1.39,oversubscribed
kabaddi,2,8,4,9,24,2450,11000,1,league+knockout,33.3,5,17.7,0.738,wont_fill
cricket,3,10,4,9,16,1150,2500,0,league+knockout,62.5,5,20.2,1.262,oversubscribed
volleyball,3,5,1,6,10,750,1000,0,league+knockout,50.0,5,15.0,1.927,oversubscribed
football,2,2,13,15,8,900,6000,0,knockout,25.0,2,2.2,0.278,wont_fill
basketball,1,15,3,13,16,2500,13000,0,league,93.8,10,24.0,5.746,oversubscribed
badminton,2,1,1,6,4,1900,7000,1,knockout,25.0,5,6.0,2.22,oversubscribed
volleyball,3,12,6,14,16,1450,9000,0,league,75.0,8,22.5,1.403,oversubscribed
kabaddi,2,9,4,19,20,2200,16500,0,knockout,45.0,15,30.0,2.384,oversubscribed
basketball,1,5,13,15,8,4500,4000,0,knockout,62.5,2,7.3,0.907,will_fill
football,1,7,4,21,16,1400,23500,0,knockout,43.8,17,24.0,4.939,oversubscribed
badminton,2,2,9,12,12,550,12000,0,league,16.7,3,3.2,0.264,wont_fill
kabaddi,2,11,2,10,16,2300,4500,0,knockout,68.8,8,24.0,3.428,oversubscribed
basketball,1,6,3,17,10,3600,23500,0,league,60.0,14,15.0,5.085,oversubscribed
cricket,1,9,2,5,16,2900,27500,0,knockout,56.2,3,24.0,2.927,oversubscribed
badminton,1,14,12,18,16,4700,28500,1,league+knockout,87.5,6,24.0,1.882,oversubscribed
cricket,2,5,4,16,6,1250,15000,1,league,83.3,12,9.0,6.151,oversubscribed
badminton,2,2,11,11,12,2600,13500,1,league,16.7,0,1.2,0.103,wont_fill
badminton,3,0,6,7,8,1100,11500,0,league,0.0,1,0.1,0.017,wont_fill
volleyball,3,10,6,18,24,1000,7000,0,league+knockout,41.7,12,23.5,0.978,will_fill
basketball,1,6,9,21,16,3500,4000,1,league,37.5,12,22.9,1.43,oversubscribed
volleyball,2,21,2,7,32,1450,16000,0,league,65.6,5,48.0,2.225,oversubscribed
basketball,1,10,6,7,16,3050,42000,0,league,62.5,1,15.0,0.94,will_fill
kabaddi,2,7,7,15,16,1500,10500,0,league+knockout,43.8,8,13.7,0.857,will_fill
basketball,2,6,6,6,16,500,22500,1,league,37.5,0,4.9,0.307,wont_fill
badminton,2,1,5,13,6,1350,1500,1,knockout,16.7,8,3.2,0.54,wont_fill
basketball,2,7,5,10,12,1050,18500,1,league,58.3,5,16.1,1.34,oversubscribed
cricket,3,11,14,20,20,1000,11000,0,league,55.0,6,15.9,0.797,wont_fill
badminton,1,8,2,6,20,4400,37000,0,knockout,40.0,4,30.0,2.196,oversubscribed
badminton,1,3,13,19,4,850,8500,1,league+knockout,75.0,6,6.0,1.809,oversubscribed
kabaddi,2,4,5,13,8,2700,14000,0,league,50.0,8,10.2,1.271,oversubscribed
football,2,4,11,15,8,2550,1500,0,league,50.0,4,7.5,0.943,will_fill
cricket,2,1,5,14,10,700,3000,1,league,10.0,9,4.5,0.449,wont_fill
football,3,9,2,8,16,1450,11000,0,league,56.2,6,24.0,2.392,oversubscribed
cricket,2,7,6,7,14,2050,23500,1,knockout,50.0,1,12.8,0.911,will_fill
football,3,4,11,17,6,650,3500,0,knockout,66.7,6,7.5,1.247,oversubscribed
football,2,8,9,9,14,2950,4500,1,knockout,57.1,0,6.7,0.48,wont_fill
cricket,1,4,4,5,20,800,45500,0,league,20.0,1,5.2,0.258,wont_fill
kabaddi,2,12,16,20,24,600,18500,0,league,50.0,4,17.6,0.732,wont_fill
kabaddi,1,7,11,15,32,1250,26000,0,league,21.9,4,10.7,0.334,wont_fill
kabaddi,3,4,4,6,8,900,2000,0,knockout,50.0,2,5.4,0.671,wont_fill
volleyball,2,1,5,5,6,2500,22000,0,knockout,16.7,0,0.6,0.103,wont_fill
kabaddi,3,6,13,15,10,550,11000,0,knockout,60.0,2,6.8,0.679,wont_fill
basketball,1,5,6,6,24,4350,42500,0,league,20.8,0,8.1,0.338,wont_fill
football,2,13,8,8,20,550,4500,0,league+knockout,65.0,0,13.7,0.684,wont_fill
cricket,3,4,11,17,20,1200,3000,0,league,20.0,6,6.8,0.341,wont_fill
football,3,1,5,8,10,850,9500,0,league,10.0,3,2.9,0.293,wont_fill
football,1,9,1,10,16,550,14000,1,league+knockout,56.2,9,24.0,11.2,oversubscribed
basketball,3,5,5,20,20,1150,8000,0,league,25.0,15,17.0,0.85,will_fill
basketball,2,10,6,7,16,2000,1000,0,league,62.5,1,14.1,0.882,will_fill
cricket,2,15,8,21,32,1150,10000,0,league+knockout,46.9,13,48.0,1.748,oversubscribed
football,2,6,3,10,14,2950,13000,0,league+knockout,42.9,7,21.0,1.504,oversubscribed
badminton,2,7,1,8,12,400,17000,0,league+knockout,58.3,7,18.0,5.883,oversubscribed
football,2,6,11,11,10,750,11500,0,league,60.0,0,5.0,0.503,wont_fill
football,2,8,2,20,14,2800,16000,0,knockout,57.1,18,21.0,8.623,oversubscribed
kabaddi,2,6,6,11,32,550,10000,0,league,18.8,5,13.2,0.414,wont_fill
kabaddi,2,1,10,14,8,2800,6500,0,league+knockout,12.5,4,2.7,0.339,wont_fill
kabaddi,3,11,15,20,32,600,4500,0,league,34.4,5,10.5,0.329,wont_fill
basketball,3,2,2,18,24,1150,1000,0,league+knockout,8.3,16,14.5,0.603,wont_fill
volleyball,3,5,4,5,8,700,4500,0,league,62.5,1,5.6,0.703,wont_fill
badminton,1,5,4,5,16,3800,14000,1,league,31.2,1,7.2,0.449,wont_fill
volleyball,1,1,9,15,12,2700,47500,1,league,8.3,6,1.8,0.151,wont_fill
football,3,21,5,6,24,200,2500,0,knockout,87.5,1,27.1,1.13,will_fill
badminton,1,4,3,11,6,1450,44500,0,league,66.7,8,9.0,4.1,oversubscribed
basketball,3,5,6,12,16,1500,7500,0,league,31.2,6,8.6,0.537,wont_fill
badminton,2,12,18,20,20,1500,16000,0,league,60.0,2,15.8,0.79,wont_fill
cricket,1,3,6,17,8,1400,13000,0,league+knockout,37.5,11,12.0,1.927,oversubscribed
kabaddi,1,14,3,5,32,1600,33000,0,knockout,43.8,2,34.0,1.063,will_fill
badminton,1,7,21,21,20,3150,34000,0,knockout,35.0,0,5.1,0.253,wont_fill
kabaddi,2,14,3,14,24,1800,10500,1,league,58.3,11,36.0,2.634,oversubscribed
badminton,1,6,9,10,16,1750,12500,0,league+knockout,37.5,1,8.2,0.514,wont_fill
football,2,2,6,6,8,1850,15500,0,knockout,25.0,0,2.2,0.281,wont_fill
cricket,2,2,11,19,8,2550,17500,0,league,25.0,8,4.5,0.558,wont_fill
kabaddi,3,4,8,9,16,1100,1000,0,league+knockout,25.0,1,4.5,0.283,wont_fill
kabaddi,2,4,1,15,10,2450,8500,1,knockout,40.0,14,15.0,7.164,oversubscribed
football,1,4,5,7,12,4700,5500,1,league,33.3,2,7.3,0.607,wont_fill
kabaddi,2,10,10,16,10,650,8000,1,knockout,100.0,6,15.0,2.093,oversubscribed
kabaddi,3,4,14,18,20,300,3000,0,knockout,20.0,4,4.3,0.216,wont_fill
badminton,1,7,1,7,16,3900,13500,0,league+knockout,43.8,6,24.0,3.749,oversubscribed
football,1,6,2,20,10,3000,34500,0,league+knockout,60.0,18,15.0,10.126,oversubscribed
cricket,3,7,4,20,10,950,3500,0,knockout,70.0,16,15.0,4.265,oversubscribed
football,1,9,5,7,14,4050,19000,0,league+knockout,64.3,2,16.3,1.167,oversubscribed
cricket,2,1,3,13,4,2200,23500,0,league,25.0,10,6.0,1.88,oversubscribed
badminton,2,10,3,6,32,600,18000,0,league,31.2,3,24.0,0.75,wont_fill
basketball,3,16,5,14,24,300,9500,0,league,66.7,9,36.0,1.8,oversubscribed
cricket,1,13,11,18,20,2300,12000,0,knockout,65.0,7,30.0,2.02,oversubscribed
basketball,2,5,7,8,16,850,1500,0,league+knockout,31.2,1,3.9,0.245,wont_fill
kabaddi,3,9,3,15,20,350,4000,0,league,45.0,12,30.0,1.613,oversubscribed
volleyball,1,5,4,7,8,1150,3000,1,knockout,62.5,3,12.0,1.569,oversubscribed
cricket,1,9,4,20,16,2950,46000,0,league,56.2,16,24.0,5.614,oversubscribed
cricket,3,2,6,10,24,650,10000,0,knockout,8.3,4,4.3,0.179,wont_fill
volleyball,2,1,5,5,6,1450,6500,1,league,16.7,0,0.5,0.085,wont_fill
cricket,3,10,12,20,20,1500,2500,0,league+knockout,50.0,8,17.9,0.893,will_fill
kabaddi,2,5,2,15,12,2350,13000,1,league,41.7,13,18.0,3.232,oversubscribed
cricket,1,8,10,19,12,2350,38500,0,league,66.7,9,18.0,2.412,oversubscribed
kabaddi,1,5,12,20,20,4550,46000,0,knockout,25.0,8,13.3,0.663,wont_fill
volleyball,2,2,3,8,12,1700,7500,0,knockout,16.7,5,4.6,0.38,wont_fill
cricket,1,10,13,13,14,3800,25500,0,league,71.4,0,10.2,0.725,wont_fill
kabaddi,2,4,5,8,12,850,2000,0,knockout,33.3,3,8.4,0.697,wont_fill
volleyball,1,5,3,15,16,1150,45500,1,knockout,31.2,12,24.0,2.892,oversubscribed
kabaddi,1,5,9,13,14,5000,3000,1,league,35.7,4,8.0,0.572,wont_fill
cricket,2,1,2,19,12,1550,24000,0,knockout,8.3,17,18.0,1.546,oversubscribed
badminton,2,5,18,20,8,2250,19500,1,league,62.5,2,6.6,0.827,will_fill
kabaddi,2,2,6,14,16,800,13000,0,knockout,12.5,8,6.0,0.372,wont_fill
cricket,3,9,12,18,12,200,11500,0,league,75.0,6,17.7,1.471,oversubscribed
badminton,2,1,2,14,6,1650,2000,0,league+knockout,16.7,12,6.5,1.089,will_fill
basketball,2,0,19,20,4,2650,14000,0,league,0.0,1,0.0,0.0,wont_fill
volleyball,2,7,3,15,14,2100,7500,0,knockout,50.0,12,21.0,2.801,oversubscribed
cricket,3,8,3,6,10,550,10500,1,league,80.0,3,15.0,2.063,oversubscribed
cricket,2,6,16,21,16,600,22500,1,knockout,37.5,5,14.0,0.875,will_fill
badminton,2,4,9,17,8,2550,7000,1,league,50.0,8,8.9,1.119,will_fill
basketball,3,6,9,19,8,1350,7500,1,league,75.0,10,12.0,1.724,oversubscribed
cricket,2,5,5,9,8,550,22000,0,knockout,62.5,4,12.0,2.131,oversubscribed
volleyball,1,1,2,12,8,3050,32500,0,league,12.5,10,8.5,1.058,will_fill
kabaddi,2,2,1,9,8,3000,19000,0,knockout,25.0,8,12.0,2.481,oversubscribed
volleyball,2,13,3,7,20,1950,13000,0,knockout,65.0,4,30.0,1.9,oversubscribed
volleyball,3,9,4,21,16,1200,4500,0,knockout,56.2,17,24.0,2.735,oversubscribed
basketball,1,6,8,17,10,1400,13500,0,league+knockout,60.0,9,15.0,1.939,oversubscribed
kabaddi,1,4,4,16,14,2500,20000,1,league,28.6,12,20.9,1.494,oversubscribed
badminton,2,7,6,6,10,1300,9500,0,knockout,70.0,0,7.4,0.742,wont_fill
badminton,3,7,8,12,16,900,4500,0,league,43.8,4,10.3,0.642,wont_fill
badminton,1,18,15,15,24,800,20000,1,league+knockout,75.0,0,12.7,0.53,wont_fill
kabaddi,2,7,4,18,10,2350,3000,0,league+knockout,70.0,14,15.0,2.586,oversubscribed
basketball,2,2,6,6,4,2900,5500,0,league,50.0,0,1.3,0.331,wont_fill
basketball,1,10,7,9,16,4400,10500,0,knockout,62.5,2,19.1,1.195,oversubscribed
badminton,1,0,8,17,8,2350,8000,1,league,0.0,9,0.0,0.001,wont_fill
volleyball,3,2,3,13,16,1250,2500,0,knockout,12.5,10,9.3,0.583,wont_fill
kabaddi,3,7,4,11,8,650,5000,1,league,87.5,7,12.0,2.125,oversubscribed
kabaddi,3,18,12,14,32,950,3000,0,league,56.2,2,21.7,0.677,wont_fill
kabaddi,3,1,3,19,16,750,12000,0,knockout,6.2,16,6.5,0.408,wont_fill
kabaddi,2,1,1,8,8,2250,12500,1,league,12.5,7,6.9,0.858,will_fill
basketball,2,1,20,21,4,1800,5500,1,league+knockout,25.0,1,1.2,0.3,wont_fill
badminton,1,1,5,19,10,4050,11500,0,league,10.0,14,5.9,0.591,wont_fill
football,2,3,14,16,10,2800,9500,0,league+knockout,30.0,2,2.9,0.292,wont_fill
volleyball,3,1,2,19,8,500,1000,0,league+knockout,12.5,17,6.8,0.856,will_fill
kabaddi,2,9,4,6,24,2300,16000,0,league+knockout,37.5,2,15.5,0.646,wont_fill
cricket,2,7,9,10,10,2700,8000,0,knockout,70.0,1,9.5,0.948,will_fill
basketball,1,4,4,20,8,1500,28000,0,league+knockout,50.0,16,12.0,4.302,oversubscribed
cricket,3,4,15,20,8,1450,500,0,knockout,50.0,5,8.0,0.995,will_fill
basketball,3,13,4,9,16,700,6000,1,knockout,81.2,5,24.0,2.001,oversubscribed
basketball,3,11,4,10,12,300,1000,1,knockout,91.7,6,18.0,2.51,oversubscribed
kabaddi,1,7,5,8,16,3050,47000,0,league+knockout,43.8,3,12.6,0.789,wont_fill
badminton,2,12,9,20,24,2050,13000,0,league,50.0,11,29.6,1.235,oversubscribed
kabaddi,1,16,11,12,32,4550,36500,0,league,50.0,1,21.3,0.666,wont_fill
kabaddi,1,7,5,9,10,2900,39500,0,league+knockout,70.0,4,14.7,1.47,oversubscribed
cricket,2,3,6,13,14,2350,1500,0,league,21.4,7,8.6,0.612,wont_fill
football,3,2,10,18,6,1450,8000,0,league+knockout,33.3,8,3.7,0.615,wont_fill
football,1,5,11,13,32,550,28000,0,knockout,15.6,2,10.4,0.325,wont_fill
volleyball,2,11,10,20,16,1800,23500,0,league,68.8,10,24.0,1.61,oversubscribed
kabaddi,3,6,2,11,8,500,1000,0,knockout,75.0,9,12.0,3.36,oversubscribed
volleyball,1,6,2,11,20,4400,29500,0,league+knockout,30.0,9,30.0,1.801,oversubscribed
football,2,6,4,5,14,2650,14000,0,league,42.9,1,8.1,0.576,wont_fill
volleyball,2,6,1,14,14,2700,24500,0,league,42.9,13,21.0,5.826,oversubscribed
kabaddi,1,0,9,15,4,3900,33000,0,knockout,0.0,6,0.0,0.0,wont_fill
volleyball,2,0,12,14,4,1250,17500,0,league,0.0,2,0.1,0.03,wont_fill
basketball,3,11,12,14,14,1500,11000,1,league,78.6,2,15.4,1.101,will_fill
football,2,2,5,20,16,2300,4500,1,knockout,12.5,15,12.0,0.747,wont_fill
