sport,city_tier,venue_cost,max_teams,team_size,format,has_sponsor,prize_percentage,tournament_days,optimal_entry_fee
kabaddi,3,3000,16,10,league+knockout,0,70,4,400
volleyball,1,12500,16,8,league,0,75,2,1800
badminton,1,16500,20,3,knockout,1,75,1,1250
basketball,1,21000,10,7,league+knockout,1,55,5,5000
badminton,2,6500,8,3,league+knockout,0,65,2,1550
kabaddi,2,7000,24,8,league+knockout,0,70,4,500
cricket,3,5000,16,12,league+knockout,0,40,5,1000
cricket,1,19000,16,15,league+knockout,1,60,5,3500
volleyball,2,7500,16,8,knockout,1,60,1,500
badminton,3,5000,8,2,league,0,40,4,1000
basketball,2,10500,8,7,knockout,0,50,1,1350
basketball,2,15000,14,5,knockout,0,45,1,1500
basketball,3,5500,16,8,league,0,60,3,600
volleyball,3,4500,24,7,knockout,0,45,2,100
volleyball,2,5500,8,6,league,0,55,3,1300
volleyball,2,6500,10,7,league+knockout,0,70,2,1250
football,1,20000,16,11,knockout,0,45,2,2500
badminton,2,7500,12,2,league,0,70,3,1000
volleyball,2,15000,12,7,league+knockout,0,55,3,2000
volleyball,2,8000,16,7,league,0,45,3,935
cricket,2,11000,16,14,league,0,45,2,2000
basketball,3,4500,4,6,league,0,70,4,1500
kabaddi,1,27000,10,11,league,1,60,3,3700
cricket,2,8000,16,12,league,1,45,3,1167
cricket,2,7000,10,13,league+knockout,1,55,5,2000
badminton,2,8000,12,2,league,0,70,2,1250
badminton,3,7000,32,2,knockout,0,45,1,300
volleyball,2,6500,8,8,league+knockout,1,70,5,1500
kabaddi,2,11500,10,8,league,0,40,4,1600
volleyball,2,9000,16,7,league,0,40,4,1000
basketball,2,6500,8,7,league,0,45,4,2000
kabaddi,2,7000,16,12,league,0,60,4,1200
kabaddi,2,6500,16,9,league+knockout,0,60,4,900
basketball,2,4500,16,5,league,0,50,4,1200
basketball,1,26500,8,5,league,1,55,3,5000
badminton,1,9500,8,2,knockout,0,65,1,1600
kabaddi,1,11000,6,7,league,1,50,3,2500
kabaddi,1,27000,16,8,league,0,60,2,3100
cricket,1,10500,14,14,league,1,75,2,2400
kabaddi,1,20500,12,9,league,1,70,3,2628
volleyball,3,1500,16,7,knockout,1,65,2,100
cricket,1,8000,14,12,league,1,50,4,1600
football,2,11000,4,7,knockout,0,45,1,3000
volleyball,1,24500,4,6,knockout,0,55,1,5000
basketball,1,18000,24,6,league,1,50,3,1700
cricket,2,10000,8,14,league+knockout,0,60,4,3000
cricket,2,7500,6,13,knockout,0,45,2,2000
kabaddi,1,10500,8,10,league,0,45,3,2500
cricket,1,7000,20,11,league,1,50,4,1350
volleyball,2,5000,10,7,knockout,0,70,2,750
volleyball,3,4000,16,6,league+knockout,0,70,2,450
badminton,2,10500,6,1,knockout,0,60,1,1900
badminton,2,5000,6,4,knockout,0,60,2,1300
badminton,2,5000,12,2,league+knockout,0,50,2,900
kabaddi,2,9000,16,10,league+knockout,0,70,2,1300
cricket,2,7500,16,15,knockout,0,75,1,1000
cricket,1,11000,16,14,knockout,1,40,1,1500
football,2,4000,20,7,league+knockout,0,50,2,500
kabaddi,2,7000,6,8,league,0,65,3,1900
basketball,1,15500,20,5,league+knockout,0,60,2,2500
kabaddi,1,14500,8,8,knockout,1,40,1,1900
basketball,2,7500,24,5,knockout,0,50,1,600
badminton,2,7500,20,2,league+knockout,0,55,5,1000
basketball,2,5500,16,5,league,0,60,3,800
football,1,8000,8,9,league,1,75,4,2800
volleyball,1,8500,8,6,knockout,0,70,2,1600
cricket,1,10500,8,13,knockout,0,70,1,3000
basketball,1,12500,14,5,league+knockout,0,55,5,3000
football,2,5500,8,7,league+knockout,0,45,3,1700
kabaddi,3,2500,16,7,knockout,1,50,1,250
kabaddi,2,4500,8,9,league,1,50,3,800
cricket,1,18000,14,14,knockout,0,60,1,2800
volleyball,3,3500,16,8,league+knockout,1,45,5,250
football,2,7500,8,10,league+knockout,1,55,3,1800
basketball,3,5500,24,8,league+knockout,1,40,5,500
kabaddi,2,6000,20,7,league,0,55,2,500
volleyball,2,7000,10,6,knockout,0,45,1,1000
volleyball,2,5000,16,7,league,0,50,4,700
badminton,2,14000,4,1,league,0,60,4,3000
basketball,2,9000,20,5,league+knockout,0,60,2,1250
badminton,3,3000,12,1,knockout,0,50,1,300
football,3,3000,8,10,knockout,1,55,1,400
basketball,2,5500,6,7,knockout,0,70,1,1250
basketball,3,3500,12,5,league,0,70,2,500
badminton,3,4000,8,1,knockout,0,70,1,500
volleyball,1,16000,16,6,league,0,65,3,2000
football,1,6500,8,11,league+knockout,0,65,4,2700
kabaddi,2,12000,20,10,league,0,50,3,1000
kabaddi,2,14000,20,8,knockout,0,70,1,1000
basketball,1,10500,20,6,league+knockout,0,45,2,1500
kabaddi,1,17500,16,7,knockout,0,60,1,1500
football,2,9000,4,10,knockout,1,70,2,2668
basketball,3,4000,16,8,knockout,1,50,2,500
kabaddi,3,3500,16,9,knockout,0,55,2,500
basketball,2,5500,8,7,league,0,45,4,1600
cricket,3,5500,14,15,knockout,0,45,2,700
kabaddi,2,4500,10,9,knockout,0,70,1,600
volleyball,3,6000,10,8,league+knockout,1,65,5,800
cricket,1,30000,32,15,knockout,1,45,2,2000
badminton,2,8000,16,2,league,0,65,3,1000
badminton,3,4000,16,4,knockout,0,40,1,289
volleyball,2,9500,24,7,league,0,55,2,500
cricket,2,5500,14,14,knockout,1,70,1,700
cricket,3,1500,6,13,knockout,0,50,2,500
kabaddi,2,4500,6,9,league+knockout,0,45,3,1000
cricket,2,8500,10,13,knockout,1,60,2,1700
cricket,2,7000,8,12,knockout,0,65,2,1850
football,1,14500,8,8,knockout,1,75,1,2750
cricket,3,5000,14,13,league+knockout,0,50,5,1100
badminton,1,15500,16,1,knockout,0,50,1,1500
cricket,2,5500,8,11,league+knockout,1,65,2,2000
volleyball,2,6500,8,7,knockout,0,60,1,900
basketball,1,17500,8,7,league+knockout,0,50,4,5000
football,3,3500,16,11,league+knockout,0,45,2,500
badminton,1,21500,4,1,league+knockout,1,70,5,5000
kabaddi,2,7000,20,10,knockout,0,70,1,500
badminton,1,24500,8,3,knockout,1,75,1,4250
kabaddi,1,14000,10,10,league,0,65,3,2250
cricket,3,2500,24,13,league+knockout,0,70,2,500
volleyball,1,11000,12,8,knockout,1,50,1,1000
football,2,7500,8,10,league+knockout,1,55,4,2100
kabaddi,2,7000,32,10,league,0,50,3,500
kabaddi,1,14500,4,12,league+knockout,0,45,5,5000
kabaddi,2,5000,10,11,knockout,0,45,2,500
volleyball,2,4500,16,8,league,0,40,3,500
kabaddi,2,13500,12,7,knockout,0,60,1,1500
volleyball,2,6500,16,7,league+knockout,0,75,5,1100
basketball,1,15000,16,8,knockout,0,60,2,2000
cricket,1,11000,20,15,knockout,0,60,2,1500
badminton,2,6000,8,2,knockout,0,45,1,1000
football,1,15000,14,10,knockout,0,65,2,1500
badminton,2,8500,16,4,knockout,0,55,2,900
volleyball,2,10500,12,7,league,0,45,4,1500
badminton,3,1500,8,1,league,1,45,4,500
basketball,2,4000,20,7,knockout,0,60,2,500
kabaddi,2,4500,12,11,league,0,40,4,600
basketball,2,9000,20,8,league,0,75,4,1200
basketball,2,5500,8,8,knockout,0,50,2,750
cricket,2,6000,8,13,league+knockout,0,55,3,2500
football,1,7500,10,10,league+knockout,0,65,5,2500
football,1,14000,20,9,knockout,0,50,1,1500
cricket,1,14500,10,13,league+knockout,1,65,4,3900
kabaddi,3,6000,8,7,league,0,70,2,800
basketball,1,14000,8,5,league+knockout,1,60,4,3700
volleyball,2,6000,8,6,league+knockout,0,55,5,1450
cricket,2,6500,32,13,knockout,0,70,1,800
football,2,4000,20,7,league,0,40,4,600
volleyball,3,6500,8,7,league,0,65,4,1000
kabaddi,2,5500,12,9,league+knockout,0,55,4,1050
kabaddi,2,5500,20,10,league+knockout,1,55,2,600
kabaddi,2,9500,10,10,league+knockout,1,45,3,1250
badminton,2,15000,16,3,league,0,40,2,1500
kabaddi,3,5000,12,12,knockout,0,45,1,500
volleyball,3,6000,16,7,league+knockout,0,50,4,700
badminton,3,3500,12,2,knockout,0,65,1,200
basketball,2,8500,32,6,league+knockout,0,50,2,750
badminton,1,30000,8,1,league+knockout,0,75,5,5000
volleyball,2,6000,8,7,knockout,0,70,2,1000
basketball,1,8000,16,6,league+knockout,0,65,3,1000
kabaddi,3,6000,16,10,knockout,0,70,1,358
kabaddi,2,4500,16,12,league,0,45,2,500
football,2,11500,16,11,knockout,1,40,1,1000
badminton,3,5500,8,1,league,0,55,2,800
kabaddi,1,8000,16,8,knockout,0,60,1,1000
badminton,2,6500,10,3,league+knockout,0,55,4,1500
volleyball,3,6000,8,8,league+knockout,0,70,2,1000
football,1,17000,16,10,knockout,0,70,1,2393
basketball,2,5500,20,6,league,0,45,2,500
football,2,7500,16,11,league+knockout,0,40,3,1500
kabaddi,2,13500,4,12,league+knockout,1,45,5,3000
cricket,3,4500,8,14,knockout,0,55,1,1000
basketball,3,3000,16,6,knockout,0,45,2,500
cricket,2,4500,8,13,league,0,65,2,750
kabaddi,1,30000,16,7,league+knockout,0,65,4,3700
badminton,2,6500,16,4,league+knockout,0,65,5,1000
cricket,3,4000,16,14,league+knockout,0,45,2,813
volleyball,1,20000,8,7,league,0,75,2,4250
kabaddi,2,6500,16,9,league+knockout,1,75,5,1000
cricket,3,3500,16,14,league,0,55,3,1000
basketball,1,17000,14,6,league,1,40,2,2300
badminton,2,9500,16,3,league,0,50,2,1100
basketball,1,15000,12,5,league,0,45,2,2500
volleyball,2,8500,16,8,league,0,65,4,1000
kabaddi,3,3000,8,8,knockout,0,40,1,500
volleyball,1,23000,20,8,knockout,0,60,2,1750
cricket,1,16000,16,14,knockout,0,70,1,2600
kabaddi,1,15500,16,12,knockout,0,65,2,1800
basketball,3,4500,12,8,knockout,0,45,1,500
cricket,1,19000,24,11,league,0,60,3,2500
badminton,2,12000,12,2,league,0,60,4,2000
kabaddi,1,13000,16,10,knockout,1,65,2,1000
basketball,1,13000,8,8,league,0,50,2,3000
kabaddi,3,3000,8,11,league,0,40,3,500
football,1,27500,14,7,league+knockout,0,45,3,5000
badminton,3,2000,20,3,league+knockout,1,70,2,250
kabaddi,3,6000,16,7,league+knockout,1,45,2,500
cricket,3,3500,8,13,league+knockout,1,70,5,1000
volleyball,2,5500,8,6,league+knockout,0,65,2,1300
badminton,1,13500,8,4,knockout,0,55,1,2750
football,1,10000,24,10,league,1,75,4,1000
football,3,5000,16,7,league,0,60,3,500
cricket,2,14500,24,12,knockout,1,45,2,1050
volleyball,2,8000,16,7,knockout,0,55,1,750
football,3,2000,16,10,league,0,65,2,500
basketball,2,4000,16,6,league,0,75,3,750
badminton,2,6000,8,1,league+knockout,1,75,4,1700
volleyball,2,5500,16,7,league,0,70,3,700
cricket,2,13500,4,13,league,1,75,4,3000
volleyball,3,8000,16,8,league,0,55,2,700
badminton,2,11000,12,4,knockout,0,45,2,1250
kabaddi,1,19000,12,11,league,0,65,3,2800
kabaddi,2,5000,16,10,league+knockout,1,50,3,500
volleyball,2,6500,16,7,league,0,50,4,760
basketball,3,5000,12,7,knockout,0,50,1,546
badminton,1,14500,8,4,knockout,0,60,2,3300
kabaddi,1,9000,6,7,league,0,60,4,3000
kabaddi,2,5500,16,8,league,0,70,3,500
volleyball,2,7000,16,7,league+knockout,0,65,4,960
kabaddi,2,13000,24,12,league,0,60,4,1000
cricket,1,9500,16,11,league,1,75,2,2000
cricket,1,23000,8,11,league+knockout,0,55,3,5000
basketball,2,6500,16,8,league+knockout,0,70,2,1000
cricket,3,3000,8,11,knockout,1,75,1,500
cricket,1,30000,16,11,league+knockout,0,60,3,3250
badminton,1,11500,8,1,league+knockout,0,55,3,3100
kabaddi,3,4000,10,11,knockout,0,70,1,500
cricket,1,16000,16,12,league+knockout,1,50,4,3000
volleyball,2,6000,8,8,league+knockout,1,55,5,1200
cricket,1,17000,20,13,league,0,50,2,2400
badminton,2,4500,12,3,league+knockout,1,55,4,1000
badminton,1,14000,20,3,league,1,55,4,1600
volleyball,3,7000,32,8,league,0,55,4,500
kabaddi,3,3000,24,8,knockout,0,40,2,100
basketball,3,2500,20,5,league,1,45,4,500
volleyball,1,19000,12,8,league+knockout,0,50,2,3500
football,2,7000,4,9,knockout,0,60,1,2400
badminton,3,2500,32,3,knockout,0,70,1,100
cricket,3,3500,14,15,league,0,50,2,700
football,1,20000,8,11,league,1,55,2,4500
volleyball,2,13000,16,7,league,0,65,4,1400
badminton,2,7000,8,4,league+knockout,0,75,2,1500
badminton,3,1500,10,4,league,0,45,4,336
football,3,5000,6,8,league,0,60,3,1300
cricket,2,7500,16,13,league+knockout,1,55,2,1342
cricket,3,2000,8,11,league,1,70,2,600
cricket,3,5000,12,11,league+knockout,1,45,5,1500
cricket,2,8000,10,14,league,0,65,2,1800
basketball,1,17000,20,5,knockout,0,40,2,1600
cricket,1,7500,6,12,league,1,50,4,3500
kabaddi,2,5500,8,7,league,0,60,4,1112
badminton,2,8000,20,2,league+knockout,0,60,4,1000
basketball,2,5000,8,5,knockout,0,50,1,1000
cricket,2,8500,16,14,league,0,60,4,2000
badminton,2,7500,12,1,knockout,0,40,1,750
football,1,10000,32,9,league,1,65,2,900
cricket,2,4500,6,11,knockout,0,70,1,1150
badminton,1,16500,8,2,knockout,0,55,1,3300
football,1,5500,8,7,knockout,0,50,2,1350
badminton,3,4500,8,3,knockout,0,75,2,500
football,3,3500,8,11,knockout,0,65,2,591
football,3,3500,16,11,league+knockout,0,50,4,700
badminton,3,3000,32,4,league+knockout,0,45,5,300
football,2,6000,16,11,league+knockout,0,75,5,1200
basketball,2,7500,14,7,league,0,40,2,1000
football,2,8000,24,11,knockout,0,65,2,500
cricket,1,12500,8,11,league,0,60,3,3750
badminton,3,5000,12,2,knockout,0,55,1,500
basketball,2,6500,20,6,league,0,45,3,1500
badminton,1,16000,20,3,league,0,50,4,1750
cricket,3,3000,10,14,knockout,1,40,2,566
football,3,4000,16,8,knockout,0,75,2,500
cricket,2,10500,20,14,knockout,0,70,1,1100
football,2,15000,14,9,league,0,65,3,2500
volleyball,2,6000,4,6,knockout,1,50,2,1700
basketball,2,7500,12,8,knockout,0,65,1,1000
kabaddi,2,8500,8,12,knockout,0,40,2,600
kabaddi,1,11000,16,7,knockout,0,65,1,1100
kabaddi,2,6500,8,10,league+knockout,0,45,5,1500
football,3,2500,20,10,knockout,0,60,1,300
badminton,1,30000,12,4,league+knockout,0,55,4,5000
kabaddi,2,7500,8,12,knockout,1,70,2,1100
badminton,2,7000,20,4,league+knockout,0,65,5,1000
volleyball,2,4500,32,6,knockout,1,50,2,250
volleyball,3,3500,16,6,league,1,65,4,250
cricket,2,11500,12,12,league+knockout,0,70,2,3000
volleyball,2,9000,10,7,league,1,65,2,650
badminton,2,8000,14,1,league,0,55,4,1000
badminton,3,4000,4,1,knockout,0,45,2,900
cricket,2,7500,10,12,knockout,1,75,1,1500
volleyball,3,2500,16,6,league,0,60,3,400
football,3,6000,8,7,knockout,0,40,1,1000
volleyball,1,6000,8,8,league+knockout,0,50,2,1500
badminton,2,12000,16,4,league,1,45,2,1000
football,1,9500,4,8,league,0,45,4,5000
badminton,1,19500,12,4,league+knockout,1,45,3,3500
badminton,3,3500,16,2,league,0,60,4,500
basketball,3,3000,16,6,league,0,40,2,100
football,2,13500,16,7,league+knockout,0,70,4,2250
volleyball,1,23000,16,7,league+knockout,1,60,3,3000
cricket,2,10500,16,13,league+knockout,1,55,4,1500
cricket,3,4000,8,12,league,0,65,4,1250
cricket,1,10000,32,11,league,0,50,2,1500
basketball,3,2000,8,5,league+knockout,0,70,4,500
kabaddi,1,11500,10,10,knockout,1,50,2,1500
badminton,2,8000,12,4,knockout,1,70,1,750
cricket,3,4500,16,12,league+knockout,0,50,4,1000
badminton,2,10000,6,2,league,1,50,2,2000
basketball,2,7500,12,8,knockout,1,65,2,1000
basketball,1,9500,32,5,league+knockout,0,50,3,1025
volleyball,2,9000,16,7,league,0,65,3,1000
cricket,3,4000,16,11,knockout,0,50,2,600
football,1,18000,32,8,league,0,45,4,1750
volleyball,2,8500,16,6,league+knockout,1,50,5,1000
basketball,2,9500,10,8,knockout,1,45,1,1300
badminton,3,3500,8,4,knockout,0,40,1,500
cricket,3,5500,12,13,league,1,50,2,800
football,2,3000,8,11,league,1,50,2,1200
badminton,3,3000,12,1,league+knockout,1,50,2,250
badminton,1,16000,8,4,knockout,0,45,1,3000
cricket,2,9500,6,12,league+knockout,0,40,5,3000
badminton,3,4500,10,4,league,0,60,3,650
volleyball,2,9500,32,7,league,1,40,3,500
football,1,9500,16,8,knockout,0,70,2,1500
volleyball,3,3000,4,7,league+knockout,1,60,5,1000
volleyball,2,8500,12,7,knockout,1,45,2,1000
football,3,3500,20,11,league+knockout,0,70,2,500
basketball,3,3500,24,5,league,0,75,2,500
volleyball,2,10000,32,6,knockout,0,60,2,500
badminton,2,4500,16,2,league+knockout,1,70,2,500
football,3,5500,16,9,league+knockout,0,65,5,1000
cricket,1,13500,10,15,knockout,1,45,2,2500
kabaddi,2,7500,6,11,knockout,0,65,2,1500
volleyball,3,2500,16,8,knockout,0,65,1,250
football,3,5500,8,10,knockout,0,60,1,850
volleyball,1,15000,14,8,knockout,0,70,1,1700
kabaddi,1,5000,8,12,league+knockout,0,55,2,1400
kabaddi,2,5500,20,8,knockout,1,75,2,300
badminton,3,4500,16,3,knockout,0,50,2,500
basketball,3,3500,24,7,knockout,0,50,1,250
football,1,26500,8,7,league+knockout,0,45,3,5000
volleyball,3,7000,8,7,league+knockout,0,45,2,1100
basketball,2,7500,16,6,knockout,0,55,2,700
football,2,6500,16,7,knockout,1,65,2,750
cricket,1,30000,14,15,knockout,0,70,2,4500
basketball,1,14500,16,8,league,0,50,2,2200
basketball,1,14000,4,8,league+knockout,0,75,2,5000
volleyball,3,3000,16,6,knockout,0,70,2,500
football,2,5500,8,7,knockout,0,45,2,1000
kabaddi,3,3000,8,7,league,1,75,3,500
basketball,2,6000,24,7,knockout,0,70,1,500
cricket,1,8000,10,12,knockout,1,75,1,1500
volleyball,2,4000,8,7,knockout,0,50,2,700
volleyball,2,7500,16,6,league,0,55,4,1000
badminton,2,6500,16,2,league,0,50,3,750
cricket,3,4000,8,15,knockout,0,75,2,1000
badminton,3,1500,8,2,league+knockout,0,45,5,500
cricket,3,3500,16,13,knockout,0,70,1,600
badminton,2,8000,24,2,league,0,65,2,600
basketball,2,6500,12,6,league+knockout,0,70,3,1500
basketball,2,11000,16,7,knockout,1,55,2,1000
badminton,3,7500,8,4,league,0,55,3,1000
badminton,2,5500,8,1,knockout,0,55,1,1000
volleyball,1,7000,20,6,league+knockout,1,65,3,750
volleyball,3,4000,12,8,league,0,40,4,500
badminton,1,7500,32,1,league,0,50,4,800
football,1,11500,8,9,knockout,1,65,2,2500
cricket,2,13500,20,11,league,0,70,3,2000
volleyball,2,6500,10,8,knockout,0,40,2,750
cricket,2,3000,10,13,league,0,60,4,1250
cricket,2,6500,16,12,knockout,0,70,1,900
football,2,7000,12,8,knockout,0,55,1,1000
kabaddi,1,13000,12,9,knockout,1,50,1,1000
kabaddi,2,7500,6,12,knockout,0,70,2,1500
kabaddi,3,2500,10,10,league,0,65,2,500
cricket,1,13500,4,12,knockout,0,60,2,5000
kabaddi,2,9500,8,10,knockout,0,50,1,1300
badminton,3,5500,20,2,knockout,0,45,1,300
volleyball,2,5500,8,6,knockout,0,50,1,900
cricket,3,2500,16,12,knockout,0,65,2,500
cricket,2,7000,10,13,knockout,1,55,2,1000
cricket,1,13500,8,14,league,0,45,3,3850
badminton,2,6000,16,2,knockout,0,65,2,500
basketball,2,7500,8,5,league+knockout,0,50,3,1850
cricket,3,6000,10,14,league,1,50,4,1000
football,2,10500,24,11,league,1,65,3,1000
kabaddi,1,11000,24,11,league,1,50,4,1025
badminton,1,8500,20,2,league,1,65,3,1000
cricket,1,21000,12,14,league+knockout,0,55,3,5000
football,2,12500,24,11,knockout,0,75,2,1000
volleyball,1,15500,8,8,knockout,0,40,1,2500
football,1,13500,16,8,league+knockout,1,55,2,1200
badminton,2,10000,24,3,league+knockout,1,65,4,500
cricket,3,6000,32,12,knockout,0,40,1,400
volleyball,1,21000,16,6,league,1,55,3,2300
kabaddi,1,9000,16,9,knockout,0,70,1,750
football,1,9000,16,9,league,0,50,2,1500
football,1,12500,8,10,knockout,0,75,1,3100
basketball,1,23500,8,5,knockout,1,40,1,4500
football,3,3000,20,7,league,1,45,4,500
volleyball,1,7000,16,7,knockout,1,60,2,500
basketball,2,10500,8,5,league,0,60,2,2600
football,1,8500,8,10,knockout,0,60,1,1900
volleyball,3,3500,8,6,league+knockout,1,55,2,500
cricket,2,5000,24,11,knockout,1,50,1,500
football,2,6000,16,9,knockout,0,60,2,1000
kabaddi,2,9000,20,12,league+knockout,1,40,3,500
football,2,6000,20,10,league,1,45,4,700
football,1,13500,8,10,league+knockout,0,70,5,5000
basketball,3,3000,20,6,knockout,0,75,2,250
basketball,3,4500,16,8,knockout,0,55,1,500
cricket,2,9500,8,11,league,0,60,3,2750
football,1,22500,20,10,knockout,0,55,1,2000
volleyball,2,7000,4,7,knockout,0,45,1,1900
football,1,7500,6,7,knockout,0,65,1,2000
football,2,4500,10,10,league,1,70,4,1000
football,1,28000,16,8,league,0,40,3,4800
kabaddi,2,9500,24,11,league+knockout,0,55,5,1000
cricket,2,3500,8,12,league+knockout,0,45,3,1400
basketball,2,5500,16,8,knockout,0,65,2,700
volleyball,2,6500,8,7,knockout,0,60,1,1000
cricket,1,6500,16,13,league,0,50,4,2000
cricket,3,2500,16,14,league,0,60,2,500
badminton,3,8000,14,3,league+knockout,1,60,3,500
kabaddi,3,1500,14,8,league,0,65,3,250
badminton,1,21500,6,1,league,1,55,2,5000
volleyball,1,8500,16,8,league+knockout,0,75,4,1500
badminton,2,6000,12,4,league+knockout,0,45,3,1053
cricket,3,8000,24,15,knockout,1,45,2,500
badminton,1,15500,12,1,knockout,0,70,2,2302
kabaddi,2,11000,8,11,knockout,0,65,2,1650
volleyball,1,16000,20,7,knockout,0,65,2,1250
volleyball,1,15500,6,6,league+knockout,0,75,2,5000
kabaddi,1,18000,6,10,knockout,1,45,2,3300
kabaddi,1,16500,8,10,knockout,1,50,2,2500
basketball,2,11500,14,7,league,0,75,2,1500
football,2,3500,16,10,knockout,0,65,2,500
football,3,2500,16,9,league+knockout,0,50,2,500
cricket,1,11000,24,15,league,0,55,2,2000
kabaddi,2,3000,8,9,league+knockout,1,70,5,1000
volleyball,2,11000,16,6,league+knockout,0,50,2,1200
football,2,7000,24,9,league+knockout,0,70,3,1000
volleyball,2,9000,4,7,league,1,50,4,3000
cricket,1,17500,8,15,league,1,65,2,4768
volleyball,2,6500,20,6,knockout,0,60,1,500
kabaddi,2,6500,20,10,knockout,0,60,1,500
badminton,1,18000,16,4,league,0,65,4,2000
cricket,3,4500,8,11,league+knockout,0,65,2,1300
basketball,1,14000,16,5,league,0,65,2,2000
kabaddi,1,22000,32,9,league+knockout,1,70,5,1700
volleyball,2,5500,20,8,league+knockout,0,55,4,700
kabaddi,2,5000,24,7,knockout,0,50,2,250
volleyball,2,5500,32,7,knockout,0,65,1,250
cricket,3,5500,8,14,league,1,50,3,1250
kabaddi,1,18500,8,7,league,0,65,4,4600
football,3,3000,8,10,knockout,0,50,1,500
cricket,2,10000,16,14,knockout,0,60,1,1350
badminton,1,22500,16,4,league+knockout,1,45,4,3000
cricket,2,8500,8,14,league,1,45,2,2000
football,1,14000,12,8,league,0,70,2,2750
volleyball,1,13000,12,7,league,0,70,2,2000
football,2,5500,20,7,league,1,60,3,700
cricket,1,10000,24,12,league,0,75,2,1600
football,3,1500,8,9,knockout,0,45,1,250
cricket,2,7000,10,14,league,0,65,2,1500
volleyball,1,18000,16,8,knockout,0,55,2,1750
basketball,2,4000,16,8,league+knockout,0,60,4,800
kabaddi,1,10500,16,11,knockout,0,75,2,1000
badminton,2,10000,8,2,knockout,0,65,1,1500
badminton,2,6500,8,3,league,1,75,2,1000
basketball,1,18000,16,5,league,0,65,4,2500
badminton,1,14500,14,1,knockout,1,65,1,1500
badminton,2,12500,4,1,knockout,0,40,2,3000
kabaddi,1,5000,16,9,league,0,45,3,800
volleyball,2,15000,10,6,knockout,0,60,2,2000
volleyball,3,4000,16,6,league,1,45,2,300
football,1,19500,16,10,knockout,0,45,1,2000
basketball,3,4500,24,7,league+knockout,1,40,2,500
volleyball,2,11000,8,6,league+knockout,1,70,2,2400
basketball,3,4000,12,8,league+knockout,0,75,3,700
badminton,2,7000,8,3,league,1,45,3,1100
volleyball,2,5500,16,6,league+knockout,1,45,3,300
football,2,6000,20,11,knockout,0,60,2,700
basketball,1,10000,24,8,knockout,1,70,1,1000
badminton,2,7000,32,1,league,0,45,4,500
kabaddi,1,12500,16,10,knockout,0,45,1,1000
kabaddi,2,10000,6,9,league,0,45,4,2300
